Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.723417, F1 Score: [ 0.63993686  0.73762509] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.825445, F1 Score: [ 0.82393453  0.82675468] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.795325, F1 Score: [ 0.7843613   0.80458312] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.81156, F1 Score: [ 0.75404119  0.78132987] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.825356, F1 Score: [ 0.75071743  0.78443213] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.824025, F1 Score: [ 0.84806979  0.842832  ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.596593, F1 Score: [ 0.75383032  0.24456277] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.808277, F1 Score: [ 0.82165853  0.81193894] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.879031, F1 Score: [ 0.89596899  0.86083169] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.778024, F1 Score: [ 0.76556846  0.79553193] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.520649, F1 Score: [ 0.34942441  0.65163641] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.806015, F1 Score: [ 0.81372813  0.81786278] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.431398, F1 Score: [ 0.0080714   0.60308686] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.802688, F1 Score: [ 0.8700854   0.84894709] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.72253, F1 Score: [ 0.74660698  0.77909246] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.791465, F1 Score: [ 0.78015836  0.8001355 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.777669, F1 Score: [ 0.74034543  0.78131895] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430777, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.853569, F1 Score: [ 0.83846154  0.825694  ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.879519, F1 Score: [ 0.89042034  0.86588073] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.796655, F1 Score: [ 0.80452789  0.81810397] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.809963, F1 Score: [ 0.8166087   0.80901929] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.881515, F1 Score: [ 0.88984298  0.86941348] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.825533, F1 Score: [ 0.80755888  0.81810337] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.581733, F1 Score: [ 0.46645857  0.67769595] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.810008, F1 Score: [ 0.814047    0.81668428] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.751985, F1 Score: [ 0.78071511  0.79697578] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.8313, F1 Score: [ 0.80610799  0.81730065] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.844519, F1 Score: [ 0.86541233  0.82204481] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.811959, F1 Score: [ 0.82825595  0.82813401] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.676396, F1 Score: [ 0.5604414   0.70942785] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.770394, F1 Score: [ 0.7390415   0.78178708] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.805483, F1 Score: [ 0.84083713  0.78517824] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.803132, F1 Score: [ 0.79450911  0.81163117] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.746706, F1 Score: [ 0.72374514  0.74601958] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.774121, F1 Score: [ 0.75218659  0.78541572] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.45065, F1 Score: [ 0.65123559  0.69366329] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.757574, F1 Score: [ 0.79486598  0.80366367] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.814695, F1 Score: [ 0.82826665  0.83126121] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.534578, F1 Score: [ 0.28025393  0.64240895] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.718232, F1 Score: [ 0.08223297  0.70559866] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.743113, F1 Score: [ 0.72535763  0.77279728] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.782212, F1 Score: [ 0.7289815   0.83854787] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.761256, F1 Score: [ 0.74989538  0.77187328] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.880263, F1 Score: [ 0.86664087  0.89030989] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.822384, F1 Score: [ 0.8524065   0.81672633] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.852893, F1 Score: [ 0.81787775  0.86151868] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.1, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.445504, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.910173, F1 Score: [ 0.89674952  0.92154671] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.01, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.589717, F1 Score: [ 0.47369325  0.66714943] 
